scan_id,bag_tag_number,passenger_id,flight_id,scan_location,scan_ts,scan_status,connecting_flight_id
SCN00001510,BT73660887,PAX02519,FLT00069,CAROUSEL,2024-01-15T12:45:00,OK,
SCN00001511,BT67256197,PAX00347,FLT00294,CHECK_IN,2024-01-15T20:07:00,OK,
SCN00001512,BT23564624,PAX07009,FLT00258,CAROUSEL,2024-01-15T06:11:00,OK,
SCN00001513,BT18186816,PAX07204,FLT00070,MAKEUP_BELT,2024-01-15T09:14:00,EXCEPTION,
SCN00001514,BT19352129,PAX07421,FLT00176,CAROUSEL,2024-01-15T20:07:00,EXCEPTION,
SCN00001515,BT63963175,PAX01146,FLT00226,CHECK_IN,2024-01-15T09:24:00,OK,
SCN00001516,BT90474782,PAX03285,FLT00291,SCREENING,2024-01-15T09:08:00,OK,
SCN00001517,BT93038086,PAX00495,FLT00361,CHECK_IN,2024-01-15T23:23:00,OK,
SCN00001518,BT67740709,PAX00741,FLT00188,CAROUSEL,2024-01-15T11:57:00,EXCEPTION,
SCN00001519,BT21535774,PAX05331,FLT00172,TRANSFER_BELT,2024-01-15T15:10:00,EXCEPTION,FLT00123
SCN00001520,BT88488268,PAX03993,FLT00291,SCREENING,2024-01-15T14:11:00,OK,
SCN00001521,BT25527671,PAX00830,FLT00195,MAKEUP_BELT,2024-01-15T10:24:00,EXCEPTION,
SCN00001522,BT92335103,PAX00349,FLT00338,SCREENING,2024-01-15T19:20:00,OK,
SCN00001523,BT34388806,PAX03744,FLT00015,TRANSFER_BELT,2024-01-15T07:24:00,MISREAD,FLT00306
SCN00001524,BT66616286,PAX06273,FLT00333,AIRCRAFT_LOAD,2024-01-15T15:59:00,OK,
SCN00001525,BT43470412,PAX02417,FLT00091,AIRCRAFT_UNLOAD,2024-01-15T04:48:00,EXCEPTION,
SCN00001526,BT44416747,PAX00563,FLT00361,CAROUSEL,2024-01-15T16:04:00,OK,
SCN00001527,BT24071803,PAX05108,FLT00357,AIRCRAFT_LOAD,2024-01-15T13:02:00,OK,
SCN00001528,BT95203223,PAX07529,FLT00154,AIRCRAFT_LOAD,2024-01-15T11:03:00,OK,
SCN00001529,BT26702017,PAX00307,FLT00097,CAROUSEL,2024-01-15T21:07:00,MISREAD,
SCN00001530,BT75822380,PAX01754,FLT00005,MAKEUP_BELT,2024-01-15T06:52:00,EXCEPTION,
SCN00001531,BT66669500,PAX01101,FLT00261,TRANSFER_BELT,2024-01-15T05:29:00,OK,FLT00326
SCN00001532,BT44784276,PAX05542,FLT00139,AIRCRAFT_LOAD,2024-01-15T05:57:00,MISREAD,
SCN00001533,BT40858901,PAX04850,FLT00163,TRANSFER_BELT,2024-01-15T09:12:00,OK,FLT00296
SCN00001534,BT65265685,PAX04712,FLT00023,AIRCRAFT_LOAD,2024-01-15T18:54:00,EXCEPTION,
SCN00001535,BT98486477,PAX07048,FLT00311,CAROUSEL,2024-01-15T02:07:00,MISREAD,
SCN00001536,BT77868041,PAX04396,FLT00391,TRANSFER_BELT,2024-01-15T11:29:00,MISREAD,FLT00261
SCN00001537,BT70981119,PAX06270,FLT00139,TRANSFER_BELT,2024-01-15T12:55:00,OK,FLT00058
SCN00001538,BT41826980,PAX06809,FLT00393,MAKEUP_BELT,2024-01-15T20:21:00,EXCEPTION,FLT00252
SCN00001539,BT26547150,PAX03716,FLT00137,SCREENING,2024-01-15T02:43:00,EXCEPTION,
SCN00001540,BT85155304,PAX00982,FLT00055,TRANSFER_BELT,2024-01-15T15:05:00,OK,FLT00399
SCN00001541,BT14713027,PAX01664,FLT00157,SCREENING,2024-01-15T22:09:00,MISREAD,
SCN00001542,BT18724926,PAX04156,FLT00253,SCREENING,2024-01-15T20:43:00,EXCEPTION,
SCN00001543,BT58203522,PAX07880,FLT00263,SCREENING,2024-01-15T09:59:00,OK,
SCN00001544,BT73739506,PAX03683,FLT00008,TRANSFER_BELT,2024-01-15T10:34:00,OK,FLT00121
SCN00001545,BT11131286,PAX04957,FLT00007,AIRCRAFT_UNLOAD,2024-01-15T05:50:00,OK,
SCN00001546,BT95485363,PAX07155,FLT00215,CHECK_IN,2024-01-15T08:21:00,MISREAD,FLT00069
SCN00001547,BT56799147,PAX02167,FLT00086,CHECK_IN,2024-01-15T10:56:00,OK,
SCN00001548,BT32868779,PAX07065,FLT00120,CHECK_IN,2024-01-15T22:51:00,OK,
SCN00001549,BT57794863,PAX03689,FLT00237,SCREENING,2024-01-15T02:14:00,OK,
SCN00001550,BT18896589,PAX00162,FLT00029,CAROUSEL,2024-01-15T18:53:00,MISREAD,
SCN00001551,BT46522173,PAX00817,FLT00290,SCREENING,2024-01-15T07:26:00,OK,
SCN00001552,BT42238832,PAX06883,FLT00283,CAROUSEL,2024-01-15T04:34:00,OK,
SCN00001553,BT92694983,PAX02536,FLT00051,CAROUSEL,2024-01-15T06:55:00,OK,
SCN00001554,BT83012583,PAX07800,FLT00239,CHECK_IN,2024-01-15T22:02:00,MISREAD,
SCN00001555,BT62314659,PAX02096,FLT00295,AIRCRAFT_LOAD,2024-01-15T08:59:00,OK,
SCN00001556,BT20486245,PAX04064,FLT00153,TRANSFER_BELT,2024-01-15T06:55:00,OK,FLT00149
SCN00001557,BT11877542,PAX02172,FLT00356,CAROUSEL,2024-01-15T09:18:00,OK,
SCN00001558,BT24479716,PAX04372,FLT00319,CHECK_IN,2024-01-15T03:12:00,OK,
SCN00001559,BT80577112,PAX03536,FLT00051,CAROUSEL,2024-01-15T15:01:00,OK,
SCN00001560,BT11610506,PAX01224,FLT00280,AIRCRAFT_LOAD,2024-01-15T17:18:00,OK,
SCN00001561,BT30326795,PAX06382,FLT00018,CHECK_IN,2024-01-15T22:17:00,OK,
SCN00001562,BT41735204,PAX03203,FLT00213,CAROUSEL,2024-01-15T06:37:00,OK,
SCN00001563,BT36386383,PAX03353,FLT00279,AIRCRAFT_UNLOAD,2024-01-15T03:03:00,OK,
SCN00001564,BT73860268,PAX04956,FLT00161,CHECK_IN,2024-01-15T04:02:00,OK,
SCN00001565,BT28328973,PAX02733,FLT00289,CHECK_IN,2024-01-15T02:53:00,EXCEPTION,
SCN00001566,BT71938680,PAX00733,FLT00098,TRANSFER_BELT,2024-01-15T03:10:00,EXCEPTION,FLT00088
SCN00001567,BT31508083,PAX00767,FLT00056,SCREENING,2024-01-15T20:27:00,EXCEPTION,
SCN00001568,BT78359248,PAX03872,FLT00039,CAROUSEL,2024-01-15T15:18:00,EXCEPTION,
SCN00001569,BT26099456,PAX00205,FLT00130,MAKEUP_BELT,2024-01-15T11:32:00,EXCEPTION,
SCN00001570,BT76569035,PAX00909,FLT00292,SCREENING,2024-01-15T20:40:00,OK,
SCN00001571,BT10844050,PAX03726,FLT00132,MAKEUP_BELT,2024-01-15T10:21:00,EXCEPTION,FLT00075
SCN00001572,BT40277222,PAX06223,FLT00155,MAKEUP_BELT,2024-01-15T06:29:00,OK,
SCN00001573,BT22461172,PAX05308,FLT00204,CHECK_IN,2024-01-15T06:55:00,OK,
SCN00001574,BT88881524,PAX02211,FLT00387,CHECK_IN,2024-01-15T06:50:00,OK,
SCN00001575,BT50948608,PAX06078,FLT00229,TRANSFER_BELT,2024-01-15T18:11:00,OK,FLT00193
SCN00001576,BT92815569,PAX00186,FLT00107,CAROUSEL,2024-01-15T08:14:00,EXCEPTION,
SCN00001577,BT57395265,PAX02588,FLT00049,SCREENING,2024-01-15T06:27:00,EXCEPTION,
SCN00001578,BT97448980,PAX03815,FLT00309,TRANSFER_BELT,2024-01-15T12:14:00,MISREAD,FLT00013
SCN00001579,BT27976656,PAX02215,FLT00177,TRANSFER_BELT,2024-01-15T14:15:00,MISREAD,FLT00278
SCN00001580,BT57077616,PAX00918,FLT00196,CHECK_IN,2024-01-15T06:29:00,OK,FLT00343
SCN00001581,BT24823020,PAX02619,FLT00275,AIRCRAFT_UNLOAD,2024-01-15T05:06:00,OK,
SCN00001582,BT82543688,PAX07216,FLT00208,TRANSFER_BELT,2024-01-15T11:44:00,MISREAD,FLT00276
SCN00001583,BT65515657,PAX02092,FLT00246,AIRCRAFT_UNLOAD,2024-01-15T16:36:00,MISREAD,
SCN00001584,BT27032459,PAX01753,FLT00238,AIRCRAFT_LOAD,2024-01-15T04:00:00,OK,
SCN00001585,BT46136013,PAX02556,FLT00234,MAKEUP_BELT,2024-01-15T02:48:00,MISREAD,
SCN00001586,BT68830582,PAX06725,FLT00337,AIRCRAFT_UNLOAD,2024-01-15T05:01:00,MISREAD,
SCN00001587,BT14365968,PAX04020,FLT00150,AIRCRAFT_UNLOAD,2024-01-15T21:21:00,OK,
SCN00001588,BT50369409,PAX00358,FLT00026,AIRCRAFT_LOAD,2024-01-15T21:29:00,MISREAD,
SCN00001589,BT37058295,PAX03220,FLT00312,CAROUSEL,2024-01-15T23:20:00,OK,
SCN00001590,BT53759724,PAX01888,FLT00143,AIRCRAFT_UNLOAD,2024-01-15T11:10:00,MISREAD,
SCN00001591,BT70270117,PAX07738,FLT00021,AIRCRAFT_UNLOAD,2024-01-15T07:23:00,OK,
SCN00001592,BT80837978,PAX03361,FLT00164,MAKEUP_BELT,2024-01-15T16:44:00,OK,FLT00005
SCN00001593,BT32571736,PAX00541,FLT00086,SCREENING,2024-01-15T18:46:00,OK,
SCN00001594,BT58221693,PAX07395,FLT00169,CHECK_IN,2024-01-15T09:06:00,OK,FLT00011
SCN00001595,BT12439233,PAX04494,FLT00266,AIRCRAFT_LOAD,2024-01-15T10:29:00,OK,
SCN00001596,BT64130831,PAX03715,FLT00123,AIRCRAFT_UNLOAD,2024-01-15T05:47:00,MISREAD,
SCN00001597,BT79277550,PAX04269,FLT00293,TRANSFER_BELT,2024-01-15T21:23:00,OK,FLT00063
SCN00001598,BT43839318,PAX00976,FLT00208,TRANSFER_BELT,2024-01-15T02:05:00,OK,FLT00298
SCN00001599,BT22394373,PAX03150,FLT00291,TRANSFER_BELT,2024-01-15T23:25:00,OK,FLT00121
SCN00001600,BT28637972,PAX05616,FLT00254,SCREENING,2024-01-15T17:35:00,MISREAD,
SCN00001601,BT87466401,PAX05954,FLT00236,CAROUSEL,2024-01-15T23:05:00,OK,
SCN00001602,BT82716080,PAX06514,FLT00376,MAKEUP_BELT,2024-01-15T12:14:00,MISREAD,
SCN00001603,BT21032763,PAX07724,FLT00281,AIRCRAFT_LOAD,2024-01-15T18:23:00,OK,
SCN00001604,BT15453328,PAX00416,FLT00012,AIRCRAFT_UNLOAD,2024-01-15T22:07:00,MISREAD,
SCN00001605,BT39409531,PAX02041,FLT00223,CHECK_IN,2024-01-15T05:18:00,OK,
SCN00001606,BT21070537,PAX07616,FLT00050,AIRCRAFT_UNLOAD,2024-01-15T04:54:00,OK,
SCN00001607,BT91084829,PAX04549,FLT00331,MAKEUP_BELT,2024-01-15T10:50:00,OK,
SCN00001608,BT86951198,PAX07888,FLT00159,SCREENING,2024-01-15T02:37:00,OK,
SCN00001609,BT99218645,PAX00099,FLT00036,MAKEUP_BELT,2024-01-15T08:56:00,OK,
SCN00001610,BT47276838,PAX03383,FLT00211,CHECK_IN,2024-01-15T17:14:00,OK,
SCN00001611,BT87142195,PAX04975,FLT00306,MAKEUP_BELT,2024-01-15T11:40:00,MISREAD,
SCN00001612,BT46686837,PAX07072,FLT00208,AIRCRAFT_LOAD,2024-01-15T17:04:00,OK,
SCN00001613,BT22816522,PAX00480,FLT00282,SCREENING,2024-01-15T11:06:00,OK,
SCN00001614,BT82353403,PAX07457,FLT00047,CAROUSEL,2024-01-15T19:18:00,OK,
SCN00001615,BT97592940,PAX01823,FLT00263,AIRCRAFT_LOAD,2024-01-15T22:21:00,OK,
SCN00001616,BT30037607,PAX07873,FLT00201,SCREENING,2024-01-15T03:08:00,MISREAD,
SCN00001617,BT19398971,PAX04071,FLT00135,CAROUSEL,2024-01-15T13:05:00,OK,
SCN00001618,BT58118532,PAX05220,FLT00099,AIRCRAFT_LOAD,2024-01-15T12:38:00,OK,
SCN00001619,BT39832464,PAX02822,FLT00233,CHECK_IN,2024-01-15T02:17:00,OK,FLT00319
SCN00001620,BT22710585,PAX06321,FLT00287,SCREENING,2024-01-15T20:49:00,OK,
SCN00001621,BT25595477,PAX05625,FLT00215,CHECK_IN,2024-01-15T23:26:00,OK,
SCN00001622,BT53938049,PAX02835,FLT00290,CHECK_IN,2024-01-15T11:47:00,EXCEPTION,FLT00017
SCN00001623,BT18164767,PAX03807,FLT00309,SCREENING,2024-01-15T09:28:00,OK,
SCN00001624,BT64814320,PAX00193,FLT00028,CHECK_IN,2024-01-15T06:21:00,MISREAD,
SCN00001625,BT29236657,PAX03755,FLT00045,CHECK_IN,2024-01-15T05:03:00,OK,
SCN00001626,BT27066088,PAX04652,FLT00377,CAROUSEL,2024-01-15T16:34:00,OK,
SCN00001627,BT26789758,PAX00241,FLT00336,MAKEUP_BELT,2024-01-15T20:10:00,OK,FLT00378
SCN00001628,BT67630840,PAX03566,FLT00385,MAKEUP_BELT,2024-01-15T09:39:00,OK,
SCN00001629,BT16174484,PAX07952,FLT00157,CAROUSEL,2024-01-15T08:03:00,OK,
SCN00001630,BT66232116,PAX01793,FLT00325,MAKEUP_BELT,2024-01-15T15:04:00,OK,FLT00046
SCN00001631,BT54680584,PAX01939,FLT00004,MAKEUP_BELT,2024-01-15T19:02:00,OK,
SCN00001632,BT51490410,PAX04029,FLT00077,MAKEUP_BELT,2024-01-15T10:01:00,OK,
SCN00001633,BT66620520,PAX00681,FLT00252,AIRCRAFT_LOAD,2024-01-15T20:15:00,OK,
SCN00001634,BT52661147,PAX06201,FLT00052,CAROUSEL,2024-01-15T06:18:00,EXCEPTION,
SCN00001635,BT34598469,PAX03230,FLT00232,CHECK_IN,2024-01-15T19:23:00,EXCEPTION,
SCN00001636,BT61999551,PAX07660,FLT00180,CAROUSEL,2024-01-15T15:39:00,OK,
SCN00001637,BT47052406,PAX00628,FLT00319,AIRCRAFT_LOAD,2024-01-15T15:57:00,MISREAD,
SCN00001638,BT46180065,PAX06473,FLT00320,MAKEUP_BELT,2024-01-15T18:09:00,EXCEPTION,
SCN00001639,BT98904677,PAX01308,FLT00297,CHECK_IN,2024-01-15T23:48:00,OK,
SCN00001640,BT14898870,PAX03382,FLT00056,TRANSFER_BELT,2024-01-15T19:25:00,OK,FLT00258
SCN00001641,BT85916943,PAX03960,FLT00155,SCREENING,2024-01-15T06:17:00,OK,
SCN00001642,BT46490475,PAX06650,FLT00108,MAKEUP_BELT,2024-01-15T03:49:00,OK,
SCN00001643,BT60788484,PAX04487,FLT00079,CHECK_IN,2024-01-15T07:08:00,OK,
SCN00001644,BT95523296,PAX03546,FLT00130,AIRCRAFT_UNLOAD,2024-01-15T14:09:00,OK,
SCN00001645,BT87152651,PAX06437,FLT00089,CHECK_IN,2024-01-15T15:38:00,OK,
SCN00001646,BT96277583,PAX06705,FLT00046,TRANSFER_BELT,2024-01-15T06:13:00,OK,FLT00345
SCN00001647,BT92202870,PAX04040,FLT00397,SCREENING,2024-01-15T20:39:00,MISREAD,
SCN00001648,BT29696682,PAX03798,FLT00128,CHECK_IN,2024-01-15T16:38:00,OK,
SCN00001649,BT55280118,PAX05548,FLT00301,TRANSFER_BELT,2024-01-15T11:48:00,MISREAD,FLT00258
SCN00001650,BT33994116,PAX05932,FLT00034,AIRCRAFT_UNLOAD,2024-01-15T19:38:00,OK,
SCN00001651,BT66341306,PAX04398,FLT00012,AIRCRAFT_LOAD,2024-01-15T15:49:00,OK,
SCN00001652,BT12454378,PAX02846,FLT00051,TRANSFER_BELT,2024-01-15T05:26:00,OK,FLT00095
SCN00001653,BT22228312,PAX01319,FLT00190,MAKEUP_BELT,2024-01-15T08:41:00,OK,FLT00373
SCN00001654,BT35030010,PAX02025,FLT00016,CHECK_IN,2024-01-15T15:42:00,OK,
SCN00001655,BT80852543,PAX03473,FLT00003,TRANSFER_BELT,2024-01-15T10:10:00,EXCEPTION,FLT00074
SCN00001656,BT23486212,PAX05846,FLT00374,CAROUSEL,2024-01-15T19:14:00,EXCEPTION,
SCN00001657,BT17845585,PAX01660,FLT00084,CHECK_IN,2024-01-15T08:52:00,OK,
SCN00001658,BT83921592,PAX06784,FLT00304,AIRCRAFT_UNLOAD,2024-01-15T22:37:00,OK,
SCN00001659,BT47047110,PAX00266,FLT00007,SCREENING,2024-01-15T12:09:00,EXCEPTION,
SCN00001660,BT42306457,PAX00877,FLT00385,CAROUSEL,2024-01-15T18:56:00,OK,
SCN00001661,BT72630658,PAX06242,FLT00334,AIRCRAFT_UNLOAD,2024-01-15T16:09:00,OK,
SCN00001662,BT24087799,PAX07247,FLT00323,TRANSFER_BELT,2024-01-15T15:14:00,OK,FLT00391
SCN00001663,BT57617569,PAX05602,FLT00367,AIRCRAFT_UNLOAD,2024-01-15T03:44:00,MISREAD,
SCN00001664,BT88092493,PAX05309,FLT00146,TRANSFER_BELT,2024-01-15T23:42:00,EXCEPTION,FLT00270
SCN00001665,BT54111562,PAX07106,FLT00187,CHECK_IN,2024-01-15T23:27:00,OK,FLT00226
SCN00001666,BT55731485,PAX01831,FLT00173,AIRCRAFT_UNLOAD,2024-01-15T07:39:00,OK,
SCN00001667,BT32342927,PAX04573,FLT00271,CAROUSEL,2024-01-15T17:08:00,MISREAD,
SCN00001668,BT73306993,PAX01128,FLT00400,AIRCRAFT_LOAD,2024-01-15T22:26:00,OK,
SCN00001669,BT72806952,PAX00918,FLT00213,CHECK_IN,2024-01-15T16:33:00,OK,
SCN00001670,BT78717559,PAX00910,FLT00399,AIRCRAFT_UNLOAD,2024-01-15T18:02:00,OK,
SCN00001671,BT37219705,PAX05545,FLT00306,TRANSFER_BELT,2024-01-15T22:04:00,EXCEPTION,FLT00129
SCN00001672,BT74575071,PAX04018,FLT00397,CHECK_IN,2024-01-15T20:16:00,OK,
SCN00001673,BT40425150,PAX00331,FLT00230,AIRCRAFT_LOAD,2024-01-15T21:06:00,OK,
SCN00001674,BT10936049,PAX01492,FLT00147,AIRCRAFT_UNLOAD,2024-01-15T02:30:00,MISREAD,
SCN00001675,BT57230948,PAX03814,FLT00257,CHECK_IN,2024-01-15T02:30:00,OK,
SCN00001676,BT99809064,PAX07112,FLT00151,SCREENING,2024-01-15T06:36:00,OK,
SCN00001677,BT34994420,PAX01330,FLT00063,AIRCRAFT_LOAD,2024-01-15T21:58:00,OK,
SCN00001678,BT61600243,PAX04936,FLT00343,TRANSFER_BELT,2024-01-15T15:03:00,MISREAD,FLT00181
SCN00001679,BT71188911,PAX02127,FLT00204,CAROUSEL,2024-01-15T18:06:00,OK,
SCN00001680,BT69389198,PAX05589,FLT00350,MAKEUP_BELT,2024-01-15T04:15:00,EXCEPTION,
SCN00001681,BT25890596,PAX02015,FLT00296,TRANSFER_BELT,2024-01-15T14:26:00,OK,FLT00046
SCN00001682,BT53198521,PAX00450,FLT00377,CHECK_IN,2024-01-15T15:52:00,OK,
SCN00001683,BT62129520,PAX00596,FLT00003,AIRCRAFT_LOAD,2024-01-15T02:19:00,OK,
SCN00001684,BT16230475,PAX07709,FLT00333,AIRCRAFT_UNLOAD,2024-01-15T10:48:00,OK,
SCN00001685,BT38438227,PAX05758,FLT00384,CAROUSEL,2024-01-15T05:50:00,MISREAD,
SCN00001686,BT39813970,PAX04735,FLT00071,MAKEUP_BELT,2024-01-15T20:29:00,OK,
SCN00001687,BT39580332,PAX00194,FLT00006,MAKEUP_BELT,2024-01-15T05:39:00,EXCEPTION,
SCN00001688,BT20011871,PAX06669,FLT00008,MAKEUP_BELT,2024-01-15T09:48:00,OK,FLT00190
SCN00001689,BT19565463,PAX03089,FLT00244,CAROUSEL,2024-01-15T14:26:00,MISREAD,
SCN00001690,BT49030736,PAX03312,FLT00366,TRANSFER_BELT,2024-01-15T10:21:00,OK,FLT00342
SCN00001691,BT92472027,PAX07066,FLT00169,SCREENING,2024-01-15T12:34:00,MISREAD,
SCN00001692,BT10421479,PAX02670,FLT00009,TRANSFER_BELT,2024-01-15T06:02:00,OK,FLT00257
SCN00001693,BT66453468,PAX02127,FLT00394,SCREENING,2024-01-15T18:44:00,MISREAD,
SCN00001694,BT88545261,PAX06450,FLT00218,TRANSFER_BELT,2024-01-15T06:10:00,OK,FLT00243
SCN00001695,BT43122506,PAX04521,FLT00173,MAKEUP_BELT,2024-01-15T05:47:00,OK,
SCN00001696,BT20248868,PAX07421,FLT00230,AIRCRAFT_LOAD,2024-01-15T13:14:00,OK,
SCN00001697,BT89493849,PAX03049,FLT00392,AIRCRAFT_UNLOAD,2024-01-15T18:59:00,MISREAD,
SCN00001698,BT58624477,PAX02127,FLT00080,AIRCRAFT_LOAD,2024-01-15T23:49:00,OK,
SCN00001699,BT90337084,PAX03784,FLT00083,SCREENING,2024-01-15T15:05:00,OK,
SCN00001700,BT49288049,PAX03565,FLT00389,CAROUSEL,2024-01-15T14:37:00,OK,
SCN00001701,BT72085897,PAX03839,FLT00073,CHECK_IN,2024-01-15T14:13:00,OK,
SCN00001702,BT13666354,PAX03774,FLT00105,CHECK_IN,2024-01-15T19:04:00,EXCEPTION,FLT00198
SCN00001703,BT45376362,PAX06183,FLT00334,AIRCRAFT_LOAD,2024-01-15T20:08:00,OK,
SCN00001704,BT18214317,PAX01774,FLT00051,AIRCRAFT_LOAD,2024-01-15T12:51:00,OK,
SCN00001705,BT81145634,PAX00131,FLT00398,SCREENING,2024-01-15T17:05:00,OK,
SCN00001706,BT50495382,PAX04123,FLT00167,CAROUSEL,2024-01-15T17:40:00,OK,
SCN00001707,BT31742956,PAX04610,FLT00089,MAKEUP_BELT,2024-01-15T10:51:00,EXCEPTION,
SCN00001708,BT64066476,PAX01209,FLT00231,SCREENING,2024-01-15T20:56:00,MISREAD,
SCN00001709,BT16132843,PAX03676,FLT00214,AIRCRAFT_LOAD,2024-01-15T10:33:00,OK,
SCN00001710,BT97604266,PAX07311,FLT00194,CAROUSEL,2024-01-15T09:03:00,OK,
SCN00001711,BT19072822,PAX07043,FLT00362,SCREENING,2024-01-15T13:32:00,OK,
SCN00001712,BT63806106,PAX03899,FLT00214,CAROUSEL,2024-01-15T06:43:00,OK,
SCN00001713,BT39244446,PAX07317,FLT00271,AIRCRAFT_LOAD,2024-01-15T19:12:00,EXCEPTION,
SCN00001714,BT64551046,PAX07340,FLT00344,CAROUSEL,2024-01-15T03:01:00,OK,
SCN00001715,BT80238223,PAX03223,FLT00303,CAROUSEL,2024-01-15T09:58:00,OK,
SCN00001716,BT54910445,PAX06392,FLT00190,TRANSFER_BELT,2024-01-15T10:01:00,OK,FLT00004
SCN00001717,BT56553839,PAX06457,FLT00014,CAROUSEL,2024-01-15T19:54:00,MISREAD,
SCN00001718,BT73654820,PAX01639,FLT00296,AIRCRAFT_LOAD,2024-01-15T04:51:00,OK,
SCN00001719,BT70313693,PAX03515,FLT00132,TRANSFER_BELT,2024-01-15T02:18:00,OK,FLT00099
SCN00001720,BT98078722,PAX06045,FLT00165,AIRCRAFT_LOAD,2024-01-15T17:22:00,OK,
SCN00001721,BT77134583,PAX04878,FLT00238,AIRCRAFT_LOAD,2024-01-15T13:34:00,OK,
SCN00001722,BT68563783,PAX06968,FLT00040,AIRCRAFT_UNLOAD,2024-01-15T02:56:00,OK,
SCN00001723,BT80728547,PAX02128,FLT00076,TRANSFER_BELT,2024-01-15T08:10:00,EXCEPTION,FLT00109
SCN00001724,BT64014743,PAX06141,FLT00067,AIRCRAFT_LOAD,2024-01-15T09:02:00,OK,
SCN00001725,BT33630872,PAX01438,FLT00330,SCREENING,2024-01-15T18:27:00,OK,
SCN00001726,BT20067840,PAX06848,FLT00238,TRANSFER_BELT,2024-01-15T14:39:00,EXCEPTION,FLT00219
SCN00001727,BT91436242,PAX00989,FLT00252,CHECK_IN,2024-01-15T16:26:00,OK,FLT00151
SCN00001728,BT31154676,PAX05053,FLT00279,MAKEUP_BELT,2024-01-15T05:53:00,OK,
SCN00001729,BT84153574,PAX03311,FLT00296,AIRCRAFT_UNLOAD,2024-01-15T09:56:00,OK,
SCN00001730,BT23900306,PAX06845,FLT00218,AIRCRAFT_UNLOAD,2024-01-15T02:16:00,OK,
SCN00001731,BT34047950,PAX01534,FLT00016,SCREENING,2024-01-15T16:06:00,MISREAD,
SCN00001732,BT11867528,PAX00784,FLT00137,SCREENING,2024-01-15T15:34:00,OK,
SCN00001733,BT20392769,PAX00497,FLT00217,AIRCRAFT_UNLOAD,2024-01-15T02:51:00,OK,
SCN00001734,BT12593999,PAX07550,FLT00111,TRANSFER_BELT,2024-01-15T04:44:00,EXCEPTION,FLT00100
SCN00001735,BT69813891,PAX07268,FLT00399,CHECK_IN,2024-01-15T13:41:00,OK,
SCN00001736,BT49084913,PAX04779,FLT00102,SCREENING,2024-01-15T08:18:00,EXCEPTION,
SCN00001737,BT34634296,PAX02080,FLT00144,AIRCRAFT_LOAD,2024-01-15T21:42:00,OK,
SCN00001738,BT69132249,PAX01310,FLT00289,MAKEUP_BELT,2024-01-15T17:08:00,EXCEPTION,
SCN00001739,BT84518625,PAX00044,FLT00277,SCREENING,2024-01-15T21:12:00,OK,
SCN00001740,BT53633699,PAX02131,FLT00032,SCREENING,2024-01-15T13:56:00,MISREAD,
SCN00001741,BT83825346,PAX02663,FLT00056,CAROUSEL,2024-01-15T22:36:00,OK,
SCN00001742,BT40181048,PAX01043,FLT00237,CAROUSEL,2024-01-15T07:23:00,EXCEPTION,
SCN00001743,BT21677833,PAX01312,FLT00294,CHECK_IN,2024-01-15T15:13:00,OK,
SCN00001744,BT16409970,PAX02446,FLT00396,AIRCRAFT_UNLOAD,2024-01-15T16:39:00,OK,
SCN00001745,BT67773629,PAX05887,FLT00215,AIRCRAFT_LOAD,2024-01-15T15:29:00,OK,
SCN00001746,BT70883480,PAX07070,FLT00086,AIRCRAFT_UNLOAD,2024-01-15T23:59:00,OK,
SCN00001747,BT37569527,PAX04818,FLT00251,MAKEUP_BELT,2024-01-15T23:16:00,MISREAD,
SCN00001748,BT70752790,PAX05922,FLT00001,AIRCRAFT_UNLOAD,2024-01-15T20:38:00,EXCEPTION,
SCN00001749,BT10374362,PAX03430,FLT00384,AIRCRAFT_LOAD,2024-01-15T14:24:00,EXCEPTION,
SCN00001750,BT12912578,PAX01390,FLT00023,AIRCRAFT_UNLOAD,2024-01-15T02:20:00,OK,
SCN00001751,BT33052880,PAX04875,FLT00024,SCREENING,2024-01-15T08:21:00,OK,
SCN00001752,BT50170436,PAX07227,FLT00122,AIRCRAFT_UNLOAD,2024-01-15T03:06:00,OK,
SCN00001753,BT86829222,PAX07487,FLT00018,AIRCRAFT_UNLOAD,2024-01-15T09:41:00,OK,
SCN00001754,BT56774328,PAX07841,FLT00099,SCREENING,2024-01-15T09:02:00,OK,
SCN00001755,BT32518072,PAX02005,FLT00184,CHECK_IN,2024-01-15T03:23:00,OK,
SCN00001756,BT97506740,PAX06598,FLT00170,MAKEUP_BELT,2024-01-15T04:01:00,OK,
SCN00001757,BT40365698,PAX02766,FLT00146,MAKEUP_BELT,2024-01-15T03:08:00,OK,
SCN00001758,BT87966442,PAX04132,FLT00284,TRANSFER_BELT,2024-01-15T21:07:00,OK,FLT00357
SCN00001759,BT37937587,PAX05111,FLT00100,TRANSFER_BELT,2024-01-15T10:22:00,OK,FLT00084
SCN00001760,BT49532925,PAX06962,FLT00127,AIRCRAFT_LOAD,2024-01-15T07:34:00,MISREAD,
SCN00001761,BT10972066,PAX06651,FLT00276,CHECK_IN,2024-01-15T13:50:00,MISREAD,
SCN00001762,BT82258236,PAX05285,FLT00119,CHECK_IN,2024-01-15T06:18:00,OK,
SCN00001763,BT22142123,PAX01325,FLT00297,CHECK_IN,2024-01-15T17:09:00,OK,
SCN00001764,BT62723649,PAX02565,FLT00314,AIRCRAFT_UNLOAD,2024-01-15T22:59:00,OK,
